hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
SE-C01-006,DS05,santa_elena,CAMPAIGN_01,50.000000000,60.710593137,-84.000000000
SE-C01-006,DS05,santa_elena,CAMPAIGN_01,100.000000000,60.710593137,-84.000000000
SE-C01-006,DS05,santa_elena,CAMPAIGN_01,150.000000000,60.710593137,-84.000000000
SE-C01-006,DS05,santa_elena,CAMPAIGN_01,200.000000000,60.710593137,-84.000000000
SE-C01-006,DS05,santa_elena,CAMPAIGN_01,214.866317557,60.710593137,-84.000000000
SE-C01-007,DS05,santa_elena,CAMPAIGN_01,0.000000000,319.289406862,-84.000000000
SE-C01-007,DS05,santa_elena,CAMPAIGN_01,50.000000000,319.289406862,-84.000000000
SE-C01-007,DS05,santa_elena,CAMPAIGN_01,100.000000000,319.289406862,-84.000000000
SE-C01-007,DS05,santa_elena,CAMPAIGN_01,150.000000000,319.289406862,-84.000000000
SE-C01-007,DS05,santa_elena,CAMPAIGN_01,200.000000000,319.289406862,-84.000000000
SE-C01-007,DS05,santa_elena,CAMPAIGN_01,250.000000000,319.289406862,-84.000000000
SE-C01-007,DS05,santa_elena,CAMPAIGN_01,286.471894024,319.289406862,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,0.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,50.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,100.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,150.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,200.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,250.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,300.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,350.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,400.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,450.000000000,295.255118702,-84.000000000
SE-C01-008,DS05,santa_elena,CAMPAIGN_01,452.607426132,295.255118702,-84.000000000
SE-C01-009,DS05,santa_elena,CAMPAIGN_01,0.000000000,115.255118702,-79.688237246
SE-C01-009,DS05,santa_elena,CAMPAIGN_01,50.000000000,115.255118702,-79.688237246
SE-C01-009,DS05,santa_elena,CAMPAIGN_01,100.000000000,115.255118702,-79.688237246
SE-C01-009,DS05,santa_elena,CAMPAIGN_01,150.000000000,115.255118702,-79.688237246
SE-C01-009,DS05,santa_elena,CAMPAIGN_01,200.000000000,115.255118702,-79.688237246
SE-C01-009,DS05,santa_elena,CAMPAIGN_01,210.000000000,115.255118702,-79.688237246
SE-C01-010,DS05,santa_elena,CAMPAIGN_01,0.000000000,139.289406862,-84.000000000
SE-C01-010,DS05,santa_elena,CAMPAIGN_01,50.000000000,139.289406862,-84.000000000
SE-C01-010,DS05,santa_elena,CAMPAIGN_01,100.000000000,139.289406862,-84.000000000
SE-C01-010,DS05,santa_elena,CAMPAIGN_01,150.000000000,139.289406862,-84.000000000
SE-C01-010,DS05,santa_elena,CAMPAIGN_01,200.000000000,139.289406862,-84.000000000
SE-C01-010,DS05,santa_elena,CAMPAIGN_01,210.000000000,139.289406862,-84.000000000
SE-C01-011,DS05,santa_elena,CAMPAIGN_01,0.000000000,240.710593137,-84.000000000
SE-C01-011,DS05,santa_elena,CAMPAIGN_01,50.000000000,240.710593137,-84.000000000
SE-C01-011,DS05,santa_elena,CAMPAIGN_01,100.000000000,240.710593137,-84.000000000
SE-C01-011,DS05,santa_elena,CAMPAIGN_01,150.000000000,240.710593137,-84.000000000
SE-C01-011,DS05,santa_elena,CAMPAIGN_01,200.000000000,240.710593137,-84.000000000
SE-C01-011,DS05,santa_elena,CAMPAIGN_01,244.701974418,240.710593137,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,0.000000000,264.744881299,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,50.000000000,264.744881299,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,100.000000000,264.744881299,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,150.000000000,264.744881299,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,200.000000000,264.744881299,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,250.000000000,264.744881299,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,300.000000000,264.744881299,-84.000000000
SE-C01-012,DS05,santa_elena,CAMPAIGN_01,325.308623525,264.744881299,-84.000000000
SE-C01-013,DS05,santa_elena,CAMPAIGN_01,0.000000000,139.289406863,-71.024215698
SE-C01-013,DS05,santa_elena,CAMPAIGN_01,50.000000000,139.289406863,-71.024215698
SE-C01-013,DS05,santa_elena,CAMPAIGN_01,100.000000000,139.289406863,-71.024215698
SE-C01-013,DS05,santa_elena,CAMPAIGN_01,150.000000000,139.289406863,-71.024215698
SE-C01-013,DS05,santa_elena,CAMPAIGN_01,200.000000000,139.289406863,-71.024215698
SE-C01-013,DS05,santa_elena,CAMPAIGN_01,210.000000000,139.289406863,-71.024215698
SE-C01-014,DS05,santa_elena,CAMPAIGN_01,0.000000000,167.833654178,-82.312917446
SE-C01-014,DS05,santa_elena,CAMPAIGN_01,50.000000000,167.833654178,-82.312917446
SE-C01-014,DS05,santa_elena,CAMPAIGN_01,100.000000000,167.833654178,-82.312917446
SE-C01-014,DS05,santa_elena,CAMPAIGN_01,150.000000000,167.833654178,-82.312917446
SE-C01-014,DS05,santa_elena,CAMPAIGN_01,200.000000000,167.833654178,-82.312917446
SE-C01-014,DS05,santa_elena,CAMPAIGN_01,210.000000000,167.833654178,-82.312917446
SE-C01-015,DS05,santa_elena,CAMPAIGN_01,0.000000000,212.166345822,-84.000000000
SE-C01-015,DS05,santa_elena,CAMPAIGN_01,50.000000000,212.166345822,-84.000000000
SE-C01-015,DS05,santa_elena,CAMPAIGN_01,100.000000000,212.166345822,-84.000000000
SE-C01-015,DS05,santa_elena,CAMPAIGN_01,150.000000000,212.166345822,-84.000000000
SE-C01-015,DS05,santa_elena,CAMPAIGN_01,200.000000000,212.166345822,-84.000000000
SE-C01-015,DS05,santa_elena,CAMPAIGN_01,227.581517106,212.166345822,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,0.000000000,240.710593137,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,50.000000000,240.710593137,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,100.000000000,240.710593137,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,150.000000000,240.710593137,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,200.000000000,240.710593137,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,250.000000000,240.710593137,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,300.000000000,240.710593137,-84.000000000
SE-C01-016,DS05,santa_elena,CAMPAIGN_01,339.672661179,240.710593137,-84.000000000
SE-C02-001,DS05,santa_elena,CAMPAIGN_02,0.000000000,68.781597236,-62.359472784
SE-C02-001,DS05,santa_elena,CAMPAIGN_02,50.000000000,68.781597236,-62.359472784
SE-C02-001,DS05,santa_elena,CAMPAIGN_02,100.000000000,68.781597236,-62.359472784
SE-C02-001,DS05,santa_elena,CAMPAIGN_02,150.000000000,68.781597236,-62.359472784
SE-C02-001,DS05,santa_elena,CAMPAIGN_02,200.000000000,68.781597236,-62.359472784
SE-C02-001,DS05,santa_elena,CAMPAIGN_02,210.000000000,68.781597236,-62.359472784
SE-C02-002,DS05,santa_elena,CAMPAIGN_02,0.000000000,38.810793743,-76.004577791
SE-C02-002,DS05,santa_elena,CAMPAIGN_02,50.000000000,38.810793743,-76.004577791
SE-C02-002,DS05,santa_elena,CAMPAIGN_02,100.000000000,38.810793743,-76.004577791
SE-C02-002,DS05,santa_elena,CAMPAIGN_02,150.000000000,38.810793743,-76.004577791
SE-C02-002,DS05,santa_elena,CAMPAIGN_02,200.000000000,38.810793743,-76.004577791
SE-C02-002,DS05,santa_elena,CAMPAIGN_02,229.323199838,38.810793743,-76.004577791
SE-C02-003,DS05,santa_elena,CAMPAIGN_02,0.000000000,341.189206257,-78.438657758
SE-C02-003,DS05,santa_elena,CAMPAIGN_02,50.000000000,341.189206257,-78.438657758
SE-C02-003,DS05,santa_elena,CAMPAIGN_02,100.000000000,341.189206257,-78.438657758
SE-C02-003,DS05,santa_elena,CAMPAIGN_02,150.000000000,341.189206257,-78.438657758
SE-C02-003,DS05,santa_elena,CAMPAIGN_02,200.000000000,341.189206257,-78.438657758
SE-C02-003,DS05,santa_elena,CAMPAIGN_02,250.000000000,341.189206257,-78.438657758
SE-C02-003,DS05,santa_elena,CAMPAIGN_02,266.390411063,341.189206257,-78.438657758
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,0.000000000,311.218402765,-74.479307033
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,50.000000000,311.218402765,-74.479307033
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,100.000000000,311.218402765,-74.479307033
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,150.000000000,311.218402765,-74.479307033
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,200.000000000,311.218402765,-74.479307033
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,250.000000000,311.218402765,-74.479307033
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,300.000000000,311.218402765,-74.479307033
SE-C02-004,DS05,santa_elena,CAMPAIGN_02,323.991404975,311.218402765,-74.479307033
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,0.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,50.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,100.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,150.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,200.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,250.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,300.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,350.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,400.000000000,299.983106522,-73.100666857
SE-C02-005,DS05,santa_elena,CAMPAIGN_02,432.518300216,299.983106522,-73.100666857
SE-C02-006,DS05,santa_elena,CAMPAIGN_02,0.000000000,100.000000000,-65.874437696
SE-C02-006,DS05,santa_elena,CAMPAIGN_02,50.000000000,100.000000000,-65.874437696
SE-C02-006,DS05,santa_elena,CAMPAIGN_02,100.000000000,100.000000000,-65.874437696
SE-C02-006,DS05,santa_elena,CAMPAIGN_02,150.000000000,100.000000000,-65.874437696
SE-C02-006,DS05,santa_elena,CAMPAIGN_02,200.000000000,100.000000000,-65.874437696
SE-C02-006,DS05,santa_elena,CAMPAIGN_02,210.000000000,100.000000000,-65.874437696
SE-C02-007,DS05,santa_elena,CAMPAIGN_02,0.000000000,99.999999999,-82.824012551
SE-C02-007,DS05,santa_elena,CAMPAIGN_02,50.000000000,99.999999999,-82.824012551
SE-C02-007,DS05,santa_elena,CAMPAIGN_02,100.000000000,99.999999999,-82.824012551
SE-C02-007,DS05,santa_elena,CAMPAIGN_02,150.000000000,99.999999999,-82.824012551
SE-C02-007,DS05,santa_elena,CAMPAIGN_02,200.000000000,99.999999999,-82.824012551
SE-C02-007,DS05,santa_elena,CAMPAIGN_02,217.310519693,99.999999999,-82.824012551
SE-C02-008,DS05,santa_elena,CAMPAIGN_02,0.000000000,279.999999999,-83.787576091
SE-C02-008,DS05,santa_elena,CAMPAIGN_02,50.000000000,279.999999999,-83.787576091
SE-C02-008,DS05,santa_elena,CAMPAIGN_02,100.000000000,279.999999999,-83.787576091
SE-C02-008,DS05,santa_elena,CAMPAIGN_02,150.000000000,279.999999999,-83.787576091
SE-C02-008,DS05,santa_elena,CAMPAIGN_02,200.000000000,279.999999999,-83.787576091
SE-C02-008,DS05,santa_elena,CAMPAIGN_02,243.134176157,279.999999999,-83.787576091
SE-C02-009,DS05,santa_elena,CAMPAIGN_02,0.000000000,280.000000000,-75.000025365
SE-C02-009,DS05,santa_elena,CAMPAIGN_02,50.000000000,280.000000000,-75.000025365
SE-C02-009,DS05,santa_elena,CAMPAIGN_02,100.000000000,280.000000000,-75.000025365
SE-C02-009,DS05,santa_elena,CAMPAIGN_02,150.000000000,280.000000000,-75.000025365
SE-C02-009,DS05,santa_elena,CAMPAIGN_02,200.000000000,280.000000000,-75.000025365
SE-C02-009,DS05,santa_elena,CAMPAIGN_02,250.000000000,280.000000000,-75.000025365
SE-C02-009,DS05,santa_elena,CAMPAIGN_02,292.254597480,280.000000000,-75.000025365
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,0.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,50.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,100.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,150.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,200.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,250.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,300.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,350.000000000,280.000000000,-70.183635160
SE-C02-010,DS05,santa_elena,CAMPAIGN_02,358.253548236,280.000000000,-70.183635160
SE-C02-011,DS05,santa_elena,CAMPAIGN_02,0.000000000,131.218402765,-60.951022966
SE-C02-011,DS05,santa_elena,CAMPAIGN_02,50.000000000,131.218402765,-60.951022966
SE-C02-011,DS05,santa_elena,CAMPAIGN_02,100.000000000,131.218402765,-60.951022966
SE-C02-011,DS05,santa_elena,CAMPAIGN_02,150.000000000,131.218402765,-60.951022966
SE-C02-011,DS05,santa_elena,CAMPAIGN_02,200.000000000,131.218402765,-60.951022966
SE-C02-011,DS05,santa_elena,CAMPAIGN_02,210.000000000,131.218402765,-60.951022966
SE-C02-012,DS05,santa_elena,CAMPAIGN_02,0.000000000,161.189206257,-74.272123168
SE-C02-012,DS05,santa_elena,CAMPAIGN_02,50.000000000,161.189206257,-74.272123168
SE-C02-012,DS05,santa_elena,CAMPAIGN_02,100.000000000,161.189206257,-74.272123168
SE-C02-012,DS05,santa_elena,CAMPAIGN_02,150.000000000,161.189206257,-74.272123168
SE-C02-012,DS05,santa_elena,CAMPAIGN_02,200.000000000,161.189206257,-74.272123168
SE-C02-012,DS05,santa_elena,CAMPAIGN_02,210.000000000,161.189206257,-74.272123168
SE-C02-013,DS05,santa_elena,CAMPAIGN_02,0.000000000,218.810793743,-76.453621663
SE-C02-013,DS05,santa_elena,CAMPAIGN_02,50.000000000,218.810793743,-76.453621663
SE-C02-013,DS05,santa_elena,CAMPAIGN_02,100.000000000,218.810793743,-76.453621663
SE-C02-013,DS05,santa_elena,CAMPAIGN_02,150.000000000,218.810793743,-76.453621663
SE-C02-013,DS05,santa_elena,CAMPAIGN_02,200.000000000,218.810793743,-76.453621663
SE-C02-013,DS05,santa_elena,CAMPAIGN_02,235.150776396,218.810793743,-76.453621663
SE-C02-014,DS05,santa_elena,CAMPAIGN_02,0.000000000,248.781597236,-70.231868903
SE-C02-014,DS05,santa_elena,CAMPAIGN_02,50.000000000,248.781597236,-70.231868903
SE-C02-014,DS05,santa_elena,CAMPAIGN_02,100.000000000,248.781597236,-70.231868903
SE-C02-014,DS05,santa_elena,CAMPAIGN_02,150.000000000,248.781597236,-70.231868903
SE-C02-014,DS05,santa_elena,CAMPAIGN_02,200.000000000,248.781597236,-70.231868903
SE-C02-014,DS05,santa_elena,CAMPAIGN_02,250.000000000,248.781597236,-70.231868903
SE-C02-014,DS05,santa_elena,CAMPAIGN_02,266.774744839,248.781597236,-70.231868903
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,0.000000000,260.016893478,-64.583362602
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,50.000000000,260.016893478,-64.583362602
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,100.000000000,260.016893478,-64.583362602
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,150.000000000,260.016893478,-64.583362602
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,200.000000000,260.016893478,-64.583362602
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,250.000000000,260.016893478,-64.583362602
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,300.000000000,260.016893478,-64.583362602
SE-C02-015,DS05,santa_elena,CAMPAIGN_02,309.075761120,260.016893478,-64.583362602
SE-C02-016,DS05,santa_elena,CAMPAIGN_02,0.000000000,150.477368729,-50.000000000
SE-C02-016,DS05,santa_elena,CAMPAIGN_02,50.000000000,150.477368729,-50.000000000
SE-C02-016,DS05,santa_elena,CAMPAIGN_02,100.000000000,150.477368729,-50.000000000
SE-C02-016,DS05,santa_elena,CAMPAIGN_02,150.000000000,150.477368729,-50.000000000
SE-C02-016,DS05,santa_elena,CAMPAIGN_02,200.000000000,150.477368729,-50.000000000
SE-C02-016,DS05,santa_elena,CAMPAIGN_02,210.000000000,150.477368729,-50.000000000
SE-C02-017,DS05,santa_elena,CAMPAIGN_02,0.000000000,174.623748751,-60.266313152
SE-C02-017,DS05,santa_elena,CAMPAIGN_02,50.000000000,174.623748751,-60.266313152
SE-C02-017,DS05,santa_elena,CAMPAIGN_02,100.000000000,174.623748751,-60.266313152
SE-C02-017,DS05,santa_elena,CAMPAIGN_02,150.000000000,174.623748751,-60.266313152
SE-C02-017,DS05,santa_elena,CAMPAIGN_02,200.000000000,174.623748751,-60.266313152
SE-C02-017,DS05,santa_elena,CAMPAIGN_02,210.000000000,174.623748751,-60.266313152
SE-C02-018,DS05,santa_elena,CAMPAIGN_02,0.000000000,205.376251249,-60.966214898
SE-C02-018,DS05,santa_elena,CAMPAIGN_02,50.000000000,205.376251249,-60.966214898
SE-C02-018,DS05,santa_elena,CAMPAIGN_02,100.000000000,205.376251249,-60.966214898
SE-C02-018,DS05,santa_elena,CAMPAIGN_02,150.000000000,205.376251249,-60.966214898
SE-C02-018,DS05,santa_elena,CAMPAIGN_02,200.000000000,205.376251249,-60.966214898
SE-C02-018,DS05,santa_elena,CAMPAIGN_02,212.409390123,205.376251249,-60.966214898
SE-C02-019,DS05,santa_elena,CAMPAIGN_02,0.000000000,229.522631271,-61.571130198
SE-C02-019,DS05,santa_elena,CAMPAIGN_02,50.000000000,229.522631271,-61.571130198
SE-C02-019,DS05,santa_elena,CAMPAIGN_02,100.000000000,229.522631271,-61.571130198
SE-C02-019,DS05,santa_elena,CAMPAIGN_02,150.000000000,229.522631271,-61.571130198
SE-C02-019,DS05,santa_elena,CAMPAIGN_02,200.000000000,229.522631271,-61.571130198
SE-C02-019,DS05,santa_elena,CAMPAIGN_02,250.000000000,229.522631271,-61.571130198
SE-C02-019,DS05,santa_elena,CAMPAIGN_02,256.957217801,229.522631271,-61.571130198
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,0.000000000,243.972626615,-61.501763861
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,50.000000000,243.972626615,-61.501763861
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,100.000000000,243.972626615,-61.501763861
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,150.000000000,243.972626615,-61.501763861
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,200.000000000,243.972626615,-61.501763861
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,250.000000000,243.972626615,-61.501763861
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,300.000000000,243.972626615,-61.501763861
SE-C02-020,DS05,santa_elena,CAMPAIGN_02,320.814050596,243.972626615,-61.501763861
SE-C03-001,DS05,santa_elena,CAMPAIGN_03,0.000000000,50.194428908,-61.188432811
SE-C03-001,DS05,santa_elena,CAMPAIGN_03,40.000000000,50.194428908,-61.188432811
SE-C03-001,DS05,santa_elena,CAMPAIGN_03,80.000000000,50.194428908,-61.188432811
SE-C03-001,DS05,santa_elena,CAMPAIGN_03,120.000000000,50.194428908,-61.188432811
SE-C03-001,DS05,santa_elena,CAMPAIGN_03,160.000000000,50.194428908,-61.188432811
SE-C03-001,DS05,santa_elena,CAMPAIGN_03,200.000000000,50.194428908,-61.188432811
SE-C03-001,DS05,santa_elena,CAMPAIGN_03,210.000000000,50.194428908,-61.188432811
SE-C03-002,DS05,santa_elena,CAMPAIGN_03,0.000000000,129.805571092,-57.373262293
SE-C03-002,DS05,santa_elena,CAMPAIGN_03,40.000000000,129.805571092,-57.373262293
SE-C03-002,DS05,santa_elena,CAMPAIGN_03,80.000000000,129.805571092,-57.373262293
SE-C03-002,DS05,santa_elena,CAMPAIGN_03,120.000000000,129.805571092,-57.373262293
SE-C03-002,DS05,santa_elena,CAMPAIGN_03,160.000000000,129.805571092,-57.373262293
SE-C03-002,DS05,santa_elena,CAMPAIGN_03,200.000000000,129.805571092,-57.373262293
SE-C03-002,DS05,santa_elena,CAMPAIGN_03,210.000000000,129.805571092,-57.373262293
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,0.000000000,18.434948823,-61.674240348
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,40.000000000,18.434948823,-61.674240348
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,80.000000000,18.434948823,-61.674240348
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,120.000000000,18.434948823,-61.674240348
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,160.000000000,18.434948823,-61.674240348
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,200.000000000,18.434948823,-61.674240348
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,240.000000000,18.434948823,-61.674240348
SE-C03-003,DS05,santa_elena,CAMPAIGN_03,244.939990997,18.434948823,-61.674240348
SE-C03-004,DS05,santa_elena,CAMPAIGN_03,0.000000000,161.565051177,-57.688466763
SE-C03-004,DS05,santa_elena,CAMPAIGN_03,40.000000000,161.565051177,-57.688466763
SE-C03-004,DS05,santa_elena,CAMPAIGN_03,80.000000000,161.565051177,-57.688466763
SE-C03-004,DS05,santa_elena,CAMPAIGN_03,120.000000000,161.565051177,-57.688466763
SE-C03-004,DS05,santa_elena,CAMPAIGN_03,160.000000000,161.565051177,-57.688466763
SE-C03-004,DS05,santa_elena,CAMPAIGN_03,200.000000000,161.565051177,-57.688466763
SE-C03-004,DS05,santa_elena,CAMPAIGN_03,222.482393493,161.565051177,-57.688466763
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,0.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,40.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,80.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,120.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,160.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,200.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,240.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,280.000000000,341.565051177,-66.861294435
SE-C03-005,DS05,santa_elena,CAMPAIGN_03,286.420794465,341.565051177,-66.861294435
SE-C03-006,DS05,santa_elena,CAMPAIGN_03,0.000000000,198.434948823,-60.836341980
SE-C03-006,DS05,santa_elena,CAMPAIGN_03,40.000000000,198.434948823,-60.836341980
